repo_name,stars,forks,issues,pull_requests,contributors,language,engagement_score,pr_to_issue_ratio,popularity_tier,contributor_category,is_popular,lang_C,lang_C++,lang_CSS,lang_Dart,lang_Go,lang_HTML,lang_Java,lang_JavaScript,lang_Jupyter Notebook,lang_Other,lang_PHP,lang_Python,lang_Ruby,lang_Shell,lang_TypeScript,lang_Unknown
AnirudhDagar/gh-tracker,15,0,2,0,2,JavaScript,7.9,0.0,low,small_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mattgallagher/CwlPreconditionTesting,157,39,2,0,7,Swift,91.6,0.0,moderate,mid_team,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jhonsnow456/Flutter-Apps-Project,5,0,2,0,0,Dart,2.5,0.0,obscure,solo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
avikalpg/github-profile,2,1,2,1,0,Unknown,1.3,0.5,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mattgallagher/CwlDemangle,112,25,2,1,6,Swift,64.7,0.5,moderate,mid_team,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ducc/ducclang,0,1,2,1,0,JavaScript,0.3,0.5,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
gabrielfalcao/couleur,41,3,2,1,2,Python,21.8,0.5,low,small_team,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mattgallagher/CwlUtils,581,65,2,1,9,Swift,311.8,0.5,moderate,mid_team,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
marcel-dempers/cpu-performance-analysis,22,22,2,1,0,Shell,17.6,0.5,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
trailofbits/appjaillauncher-rs,97,14,2,0,4,Rust,53.5,0.0,low,small_team,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
priyanshumaitra/ccp-assignments,0,0,2,0,0,C++,0.0,0.0,obscure,solo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IonicaBizau/animato.js,5,0,2,1,0,JavaScript,2.5,0.5,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Vectorized/Solidity-Code-Reviews,1,0,1,3,0,Unknown,0.5,3.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ali123321123/Kids-Math-App,2,0,1,0,0,Java,1.0,0.0,obscure,solo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Vectorized/VoxNet-Tensorflow,10,7,1,0,0,Python,7.1,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
codophobia/Multi-Client-Server-Chat,14,17,1,0,0,C,12.1,0.0,low,solo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K-avin/movie-streaming-app,0,0,1,0,0,Unknown,0.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
vivekweb2013/commandhunt,9,1,1,0,3,Java,5.4,0.0,obscure,small_team,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sayakpaul/Breast-Cancer-Detection-using-Deep-Learning,28,24,1,0,0,Jupyter Notebook,21.2,0.0,low,solo,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MrTwinkleSharma/eCommerce,0,0,1,0,0,JavaScript,0.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Vectorized/Python-KD-Tree,105,26,1,0,0,Python,60.3,0.0,moderate,solo,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
lynxerzhang/AS3Util,3,1,1,0,0,ActionScript,1.8,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Priyansh19077/ColorSwtichClone,5,3,1,0,2,Java,3.8,0.0,obscure,small_team,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
beatak/each_html_char-js,0,0,1,0,0,JavaScript,0.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
stemount/community,0,0,1,0,0,Unknown,0.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
loveBabbar/ProgressTracker,10,2,1,0,0,Java,5.6,0.0,obscure,solo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ducc/egg,14,0,1,0,0,Go,7.0,0.0,low,solo,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ducc/a2-coursework,0,0,1,0,0,JavaScript,0.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
siddhi-244/Embellish,39,99,1,0,55,HTML,60.2,0.0,low,large_team,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hpaez/problemas-competencias,0,1,1,0,0,Java,0.3,0.0,obscure,solo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Anuj-Kumar-Sharma/Rubiks_cube_Solver,26,8,1,0,0,Java,15.4,0.0,low,solo,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Anuj-Kumar-Sharma/GitLearningRepo,10,4,1,0,0,Python,6.2,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Anuj-Kumar-Sharma/First-Contribution,17,0,1,567,4,Unknown,9.3,567.0,low,small_team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Anuj-Kumar-Sharma/Firebook,30,29,1,3,0,Java,23.7,3.0,low,solo,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Anuj-Kumar-Sharma/Dad-Jokes-Chrome-Extension,29,26,1,0,0,HTML,22.3,0.0,low,solo,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
iliyass-zamouri/flutter_agenda,3,2,1,0,0,Dart,2.1,0.0,obscure,solo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
oliveeyay/EtherTracker,4,0,1,0,0,Kotlin,2.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ljharb/call-bind,5,3,1,0,0,JavaScript,3.4,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ljharb/big-integer-min,2,2,1,0,0,JavaScript,1.6,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ljharb/big-integer-max,3,0,1,0,2,JavaScript,1.9,0.0,obscure,small_team,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ljharb/actions,7,0,1,0,0,JavaScript,3.5,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
kerrishotts/cordova-template-webpack-ts-scss,4,1,1,0,0,JavaScript,2.3,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
kerrishotts/cordova-template-webpack-babel-scss,6,0,1,0,0,JavaScript,3.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
kerrishotts/cordova-keyboard-example,15,0,1,0,0,CSS,7.5,0.0,low,solo,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
YashKandalkar/Collabora,3,1,1,0,0,JavaScript,1.8,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
nikhilkumarsingh/glitch-test,1,6,1,0,0,Shell,2.3,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
nikhilkumarsingh/discovering-hidden-apis,7,11,1,0,0,Jupyter Notebook,6.8,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
nikhilkumarsingh/clix,15,34,1,0,3,Python,18.3,0.0,low,small_team,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
nikhilkumarsingh/async-http-requests-tut,38,25,1,1,0,Python,26.5,1.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
vicky002/CodeChef-API,6,0,1,0,0,Python,3.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
vicky002/charmander,7,0,1,0,2,Python,3.9,0.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RamyaChinnadurai/intro-react,1,0,1,0,5,JavaScript,1.5,0.0,obscure,small_team,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
felangel/codemagic_bloc_unit_tests,12,15,1,0,0,Dart,10.5,0.0,low,solo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
felangel/bloc_todos,6,6,1,1,0,Dart,4.8,1.0,obscure,solo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Anuj-Kumar-Sharma/Meme-Share,32,35,1,4,0,Kotlin,26.5,4.0,low,solo,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
QAInsights/.new-shortcuts-domain-list,7,2,1,1,0,Unknown,4.1,1.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kunal-kushwaha/16JanGitWorkshop,0,0,1,0,0,Unknown,0.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
QAInsights/Academy-Discussions,1,0,1,0,0,Unknown,0.5,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
cblecker/cluster-api-provider-jira,5,0,1,0,0,Go,2.5,0.0,obscure,solo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
vaananart/codeql-uboot,0,0,1,0,2,CodeQL,0.4,0.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
rupa/j2,240,23,1,2,2,Python,127.3,2.0,moderate,small_team,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
rupa/cuecat,25,3,1,2,2,JavaScript,13.8,2.0,low,small_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mscoutermarsh/AddEvent-Ruby,5,0,1,0,0,Ruby,2.5,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ForrestPi/deepfakeDetection,0,0,1,0,0,Python,0.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
feross/chunk-store-stream,24,8,1,2,5,JavaScript,15.4,2.0,low,small_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
feross/chrome-net,131,26,1,0,12,JavaScript,75.7,0.0,moderate,mid_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
feross/capture-frame,112,10,1,0,2,JavaScript,59.4,0.0,moderate,small_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
feross/blob-to-buffer,68,12,1,1,5,JavaScript,38.6,1.0,low,small_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
studiomohawk/js-testing-boilerplates,12,14,1,0,0,JavaScript,10.2,0.0,low,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
studiomohawk/jekyll-theme-the_minimum,42,10,1,1,0,Ruby,24.0,1.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
studiomohawk/FiveCast,3,0,1,0,0,Shell,1.5,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IonicaBizau/asciify-pixel,3,0,1,0,0,JavaScript,1.5,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IonicaBizau/ama,17,3,1,0,3,Unknown,10.0,0.0,low,small_team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
droy312/droy-hacktoberfest2020,1,2,1,2,2,C++,1.5,2.0,obscure,small_team,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
droy312/cpp_code2,1,4,1,1,4,C++,2.5,1.0,obscure,small_team,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gunnarmorling/awesome-opensource-data-engineering,790,144,1,1,20,Unknown,442.2,1.0,moderate,mid_team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Luis-Miguel1/github-slideshow,0,0,1,0,8,Ruby,1.6,0.0,obscure,mid_team,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
amacgregor/epub_parser,0,0,1,0,0,Elixir,0.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
amacgregor/crimson_commerce,72,11,1,31,3,Elixir,39.9,31.0,low,small_team,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
amacgregor/allanmacgregor,0,0,1,1,4,JavaScript,0.8,1.0,obscure,small_team,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SauravMukherjee44/Portfolio-Saurav-Mukherjee,37,18,1,0,2,CSS,24.3,0.0,low,small_team,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Errichto/convex-hull-of-dynamic-set,10,7,1,0,0,C++,7.1,0.0,obscure,solo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shradha-khapra/software-product-sprint-2020,8,1,1,8,16,Java,7.5,8.0,obscure,mid_team,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
manjurulhoque/android-scheduler,5,2,1,0,0,Java,3.1,0.0,obscure,solo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PoojaB26/AwesomeFlutterPlaylist,339,110,1,0,3,Unknown,203.1,0.0,moderate,small_team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pavel401/LogIn-UI,0,0,1,0,2,Dart,0.4,0.0,obscure,small_team,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
shubhamkarande13/1stRepo,0,0,1,0,0,HTML,0.0,0.0,obscure,solo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
robertsdionne/neural-network-papers,0,377,1,0,2,JavaScript,113.5,0.0,obscure,small_team,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Swayms-stack/Python-Programs,2,1,1,0,2,Jupyter Notebook,1.7,0.0,obscure,small_team,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ayan2809/Go-Back-N-ARQ-,5,3,1,0,0,Python,3.4,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
avikalpg/POPL,37,13,1,0,3,Oz,23.0,0.0,low,small_team,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
yessine-agrebi/Interactive-pricing-compnent,1,0,1,0,0,CSS,0.5,0.0,obscure,solo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
danger-ahead/flutter_dictionary,5,0,1,0,2,Dart,2.9,0.0,obscure,small_team,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
danger-ahead/flutter_dev_folio,24,8,1,1,2,Dart,14.8,1.0,low,small_team,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
savannahar68/Firefox-Assistant-Anna-,0,0,1,0,0,JavaScript,0.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ethereum/cable,30,15,1,1,2,CMake,19.9,1.0,low,small_team,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ethereum/asyncio-cancel-token,9,7,1,0,5,Python,7.6,0.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Daniel-Bessa/NavMenu,0,0,1,0,0,Unknown,0.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
davglass/builder,3,57,1,0,0,JavaScript,18.6,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
dwij2812/Grain-Monitoring-System-Using-LoRaWAN-Webapp,1,0,1,0,2,HTML,0.9,0.0,obscure,small_team,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
dwij2812/Accord-Checkout,0,0,1,10,3,HTML,0.6,10.0,obscure,small_team,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
arogozhnikov/3d_nn,166,34,1,0,0,JavaScript,93.2,0.0,moderate,solo,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hiranmayee98/github-slideshow,0,0,1,3,8,Ruby,1.6,3.0,obscure,mid_team,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0zul/canvamoji,2,0,1,1,0,JavaScript,1.0,1.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
codingkush/github-upload,0,0,1,0,0,Unknown,0.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MrToph/eos-pay-for-user-cpu-example,10,8,1,4,0,TypeScript,7.4,4.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
D3xter1922/FirstReactWebApp,0,1,1,0,0,JavaScript,0.3,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
manjurulhoque/angular-task,0,0,1,20,2,HTML,0.4,20.0,obscure,small_team,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
lmorchard/arboretum,1,1,1,0,0,JavaScript,0.8,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
asweigart/asciiartjsondb,7,0,1,0,0,Python,3.5,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
shradha-khapra/Apni-Kaksha-Demo-Tasks,7,21,1,9,3,Unknown,10.4,9.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ralexstokes/cargo-template,0,0,1,0,0,Rust,0.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
shradha-khapra/ApnaCollege-Java,60,35,1,0,0,Java,40.5,0.0,low,solo,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
btholt/complete-intro-to-realtime,62,25,1,4,3,JavaScript,39.1,4.0,low,small_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
btholt/complete-intro-to-linux-and-the-cli,303,93,1,27,9,JavaScript,181.2,27.0,moderate,mid_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
btholt/complete-intro-to-databases,147,55,1,11,10,JavaScript,92.0,11.0,moderate,mid_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
btholt/btholt.github.io,7,10,1,1,0,CSS,6.5,1.0,obscure,solo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RonLek/C-AWARE,1,0,1,0,0,Python,0.5,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RonLek/Alive,2,0,1,0,0,C++,1.0,0.0,obscure,solo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WhiteHouse/mobile-policy,3,8,1,1,0,CSS,3.9,1.0,obscure,solo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WhiteHouse/choropleth_dataset,3,11,1,2,4,JavaScript,5.6,2.0,obscure,small_team,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
douglascrockford/TDOP,146,32,1,0,2,HTML,83.0,0.0,moderate,small_team,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
douglascrockford/Programma,99,15,1,0,0,Unknown,54.0,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
douglascrockford/JSON-js,0,0,1,3,0,JavaScript,0.0,3.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
douglascrockford/JSON-c,104,33,1,0,0,C,61.9,0.0,moderate,solo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
douglascrockford/fash,29,6,1,0,0,Assembly,16.3,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AnmolTomer/ejs_projects,2,0,1,14,2,JavaScript,1.4,14.0,obscure,small_team,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mitesh411/hello-github-actions,0,0,1,0,3,Dockerfile,0.6,0.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mitesh411/apache-jmeter,0,0,1,0,0,Unknown,0.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
jhonsnow456/Tkinter-Collections,0,0,1,0,0,Python,0.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
jhonsnow456/ML-Algorithms,2,5,1,0,0,Jupyter Notebook,2.5,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
jhonsnow456/CLI-RPG-Game,0,0,1,0,0,Python,0.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
jhonsnow456/Blog-App,0,0,1,0,0,JavaScript,0.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LiveOverflow/lo_nintendoswitch,196,26,1,1,0,HTML,105.8,1.0,moderate,solo,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LiveOverflow/CTFnotes,5,1,1,0,0,Unknown,2.8,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sayakpaul/Benchmarking-and-MLI-experiments-on-the-Adult-dataset,35,12,1,0,0,Jupyter Notebook,21.1,0.0,low,solo,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
smaranjitghose/ArtCV,47,36,1,1,12,Jupyter Notebook,36.7,1.0,low,mid_team,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
localstack/localstack-packaged-cli,2,0,1,0,0,Makefile,1.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tobie/async-it,6,1,1,0,2,JavaScript,3.7,0.0,obscure,small_team,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
taniarascia/chip8,363,37,1,1,4,JavaScript,193.4,1.0,moderate,small_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
taniarascia/memory,96,37,1,1,5,JavaScript,60.1,1.0,low,small_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
taniarascia/node-api-postgres,85,52,1,2,3,JavaScript,58.7,2.0,low,small_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
taniarascia/pdo,216,183,1,0,2,PHP,163.3,0.0,moderate,small_team,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
iamakshat01/e-gurukul,0,2,1,0,3,JavaScript,1.2,0.0,obscure,small_team,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
iamakshat01/markdown-portfolio,0,0,1,0,4,Unknown,0.8,0.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
aviaryan/Ahk-CI-Example,14,1,1,1,0,AutoHotkey,7.3,1.0,low,solo,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
aviaryan/alfred-clc,16,1,1,1,0,Shell,8.3,1.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
aviaryan/alfred-last2imgur,14,1,1,1,2,Shell,7.7,1.0,low,small_team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
aviaryan/chattt,248,20,1,0,0,JavaScript,130.0,0.0,moderate,solo,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
aviaryan/CloseFolder,9,2,1,0,0,Python,5.1,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
nikita9604/Blogging-Website-using-Flask,2,3,1,0,0,HTML,1.9,0.0,obscure,solo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PremChapagain/premchapagain,39,9,1,2,0,Unknown,22.2,2.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AYIDouble/Binary-Calculator-Android-Java-App,15,5,1,1,3,Java,9.6,1.0,low,small_team,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AYIDouble/Brainfuck-Interpreter-Node.js,10,0,1,0,2,JavaScript,5.4,0.0,obscure,small_team,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Shreeshrii/tessdata_ocrb,56,12,1,0,0,Shell,31.6,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Shreeshrii/tessdata_emoji,6,1,1,0,0,Shell,3.3,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Shreeshrii/tessdata_arabic,22,5,1,0,0,Shell,12.5,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
skpandey885/HealhUb,19,36,1,0,23,HTML,24.9,0.0,low,large_team,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
lmgonzalves/jelly,111,32,1,0,2,JavaScript,65.5,0.0,moderate,small_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
lmgonzalves/letters,57,8,1,0,2,JavaScript,31.3,0.0,low,small_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
lmgonzalves/lmgonzalves.github.io,3,0,1,0,0,CSS,1.5,0.0,obscure,solo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ankushKun/ankushKun,4,8,1,0,2,Unknown,4.8,0.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
yashrajkakkad/AUtomate,5,2,1,1,3,Python,3.7,1.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
skpandey885/Flipkart-UI-Clone,0,0,1,0,0,HTML,0.0,0.0,obscure,solo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
jasineri/jasineri,28,37,1,0,0,Unknown,25.1,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Shreeshrii/tess5training-rajarajan,1,0,1,0,0,Shell,0.5,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
jasineri/useful-commands,22,2,1,0,2,Unknown,12.0,0.0,low,small_team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
andreyscott/banner,1,0,1,0,0,HTML,0.5,0.0,obscure,solo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
aldriguz/dotnet-training,1,0,1,0,0,C#,0.5,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
aldriguz/SampleMVC,1,0,1,0,0,C#,0.5,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ArefMq/action-recognition-via-snn,16,4,1,0,0,Python,9.2,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ArefMq/SPLCommunicationTester,2,3,1,0,0,C++,1.9,0.0,obscure,solo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AYIDouble/Decentralized-World-Wide-Web-ERC-721,13,5,1,1,2,Solidity,8.4,1.0,low,small_team,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AYIDouble/IOTA-Arbitrage,13,6,1,0,2,JavaScript,8.7,0.0,low,small_team,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
