repo_name,stars,forks,issues,pull_requests,contributors,language,engagement_score,pr_to_issue_ratio,popularity_tier,contributor_category,is_popular,lang_C,lang_C++,lang_CSS,lang_Dart,lang_Go,lang_HTML,lang_Java,lang_JavaScript,lang_Jupyter Notebook,lang_Other,lang_PHP,lang_Python,lang_Ruby,lang_Shell,lang_TypeScript,lang_Unknown
google/aarch64-paging,6,2,1,0,3,Rust,4.2,0.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
google/across,12,6,1,3,4,HTML,8.6,3.0,low,small_team,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
google/adcase,4,6,1,0,0,Python,3.8,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
xoreaxeaxeax/sinkhole,823,102,1,3,0,Assembly,442.1,3.0,moderate,solo,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
gylidian/DataStructure_Review,27,9,1,0,0,Unknown,16.2,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
karar189/github-pages-with-jekyll,0,0,1,0,4,Unknown,0.8,0.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
offensive-security/wireless-patches,27,17,1,0,0,Unknown,18.6,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RioChndr/algorithm_challenge,0,1,1,0,2,PHP,0.7,0.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AneleMbabela/github-slideshow,0,0,1,0,8,HTML,1.6,0.0,obscure,mid_team,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
offensive-security/gcc-arm-linux-gnueabihf-4.7,30,44,1,0,0,Unknown,28.2,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
offensive-security/kali-linux-docker-rolling,33,15,1,1,0,Unknown,21.0,1.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
offensive-security/kali-linux-recipes,466,206,1,1,0,Unknown,294.8,1.0,moderate,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
offensive-security/Kali-WSL-chroot,40,17,1,1,2,Unknown,25.5,1.0,low,small_team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
joelparkerhenderson/architecture-decision-record,0,0,1,0,26,Unknown,5.2,0.0,obscure,large_team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
joelparkerhenderson/brewfile,104,24,1,0,0,Ruby,59.2,0.0,moderate,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
simonw/asgi-log-to-sqlite,6,0,1,0,0,Python,3.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
dheerajkotwani/CineWatch,27,8,1,0,0,Kotlin,15.9,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sefakozan/turkce-iptv,48,10,1,1,0,Unknown,27.0,1.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tapaswenipathak/API-list,0,0,1,0,2,Python,0.4,0.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
antonmedv/chat,54,17,1,0,0,JavaScript,32.1,0.0,low,solo,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
antonmedv/kot,7,0,1,0,0,JavaScript,3.5,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
gasteigerjo/gdc,156,26,1,0,2,Python,86.2,0.0,moderate,small_team,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mager/cafebean-api,0,0,1,0,0,Go,0.0,0.0,obscure,solo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
wsvincent/django-auth-tutorial,218,97,1,1,2,Python,138.5,1.0,moderate,small_team,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MannyP31/Dev-folio-1,5,1,1,0,3,HTML,3.4,0.0,obscure,small_team,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
wsvincent/django-rest-framework-react-tutorial,68,25,1,1,0,Python,41.5,1.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RakeshSeervi/congenial-spoon,0,7,1,0,6,CSS,3.3,0.0,obscure,mid_team,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
patraanjan23/abstractform,0,1,1,0,2,SCSS,0.7,0.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
emersonsoares/CakePHP-Dinamic-Select-Box,5,3,1,0,0,PHP,3.4,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mikenikles/deno-sapper-cloud-run,7,1,1,8,0,JavaScript,3.8,8.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mikenikles/gitpod-minimal-custom-dockerfile,3,1,1,1,0,Unknown,1.8,1.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sreehari2003/Netflix-clone-React,0,0,1,0,0,JavaScript,0.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
zfogg/dotfiles,13,0,1,0,0,Shell,6.5,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ck37/coral-ordinal,48,17,1,0,3,Python,29.7,0.0,low,small_team,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
gabrielfalcao/bolacha,17,5,1,0,2,Python,10.4,0.0,low,small_team,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
markwylde/assert-plan,0,0,1,0,1,JavaScript,0.2,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PawanKolhe/calc-2000-web-app,0,0,1,0,0,JavaScript,0.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MariaEduardaDeAzevedo/celare,3,0,1,0,0,Python,1.5,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MariaEduardaDeAzevedo/header,2,0,1,0,0,Python,1.0,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MariaEduardaDeAzevedo/nosso-py,52,19,1,2,18,Python,35.3,2.0,low,mid_team,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
varunKT001/git-github-hIQ-fork,1,1,1,0,2,Unknown,1.2,0.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
defuse/dnsfs,33,5,1,0,0,Ruby,18.0,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
zfogg/ascii-chat,158,8,1,0,3,C,82.0,0.0,moderate,small_team,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
defuse/email-spoofing,39,22,1,0,0,Ruby,26.1,0.0,low,solo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
marcel-dempers/k8s-build-your-own,3,13,1,0,2,Shell,5.8,0.0,obscure,small_team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tyriar/canvas-astar.dart,2,1,1,0,0,Dart,1.3,0.0,obscure,solo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ankitkumar70777/github-slideshow,0,0,1,0,8,HTML,1.6,0.0,obscure,mid_team,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
aitikgupta/interactive_cpu_scheduler,0,5,1,1,7,Python,2.9,1.0,obscure,mid_team,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
gwmccubbin/voting_dapp,11,5,1,0,0,JavaScript,7.0,0.0,low,solo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
gamemann/All_PropHealth,4,3,1,0,0,SourcePawn,2.9,0.0,obscure,solo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
